제목,카테고리1,카테고리2,카테고리3,지역명,시군구명
약수가든,음식,음식점,한식,전라북도,완주군
산수장가든,음식,음식점,한식,전라북도,완주군
천천숯불갈비,음식,음식점,한식,전라북도,장수군
꽃다리횟집,음식,음식점,한식,충청남도,태안군
한국관,음식,음식점,한식,충청남도,태안군
약수터가든,음식,음식점,한식,충청북도,단양군
4단지닭갈비,음식,음식점,한식,강원도,춘천시
만바우촌,음식,음식점,한식,경상북도,청송군
신녹원관,음식,음식점,한식,전라남도,장흥군
용두식당,음식,음식점,한식,경상북도,봉화군
명산가든(종가집),음식,음식점,한식,경상북도,봉화군
블루데이 레스토랑,음식,음식점,서양식,경상북도,칠곡군
경동숯불갈비,음식,음식점,한식,경상북도,의성군
부천성,음식,음식점,중식,경상북도,경산시
운문산맥,음식,음식점,한식,경상북도,경산시
송이가든,음식,음식점,한식,경상북도,청송군
신촌식당,음식,음식점,한식,경상북도,청송군
어가일식,음식,음식점,일식,전라남도,완도군
혜성관가든,음식,음식점,한식,경상북도,성주군
신해수궁,음식,음식점,한식,경상북도,영양군
오란다횟집,음식,음식점,한식,전라남도,신안군
아웃백스테이크하우스(울산삼산점),음식,음식점,패밀리레스토랑,울산,남구
트레비 브로이,음식,음식점,서양식,울산,남구
T.G.I 프라이데이스(울산롯데마트점),음식,음식점,패밀리레스토랑,울산,남구
인현통닭삼계탕(논현점),음식,음식점,한식,인천,남동구
색동두부,음식,음식점,한식,전라남도,화순군
쭈꾸미사랑,음식,음식점,한식,전라남도,화순군
달맞이흑두부,음식,음식점,한식,전라남도,화순군
무교동서현낙지,음식,음식점,한식,경기도,성남시
회산막국수,음식,음식점,한식,강원도,강릉시
관훈하우스,음식,음식점,일식,경기도,고양시
대벌식당,음식,음식점,한식,경상북도,상주시
포나타이(구.시클로),음식,음식점,아시아식,서울,서대문구
황토군토담면오다리(본점),음식,음식점,한식,서울,강남구
통뼈본가 (가산점),음식,음식점,한식,서울,금천구
불밥(이대점),음식,음식점,이색음식점,서울,서대문구
논현쭈꾸미,음식,음식점,한식,서울,강남구
사조참치,음식,음식점,일식,서울,서대문구
노독일처,음식,음식점,중식,서울,서초구
스시겐,음식,음식점,일식,서울,서대문구
삼다정,음식,음식점,한식,제주도,제주시
조은복집,음식,음식점,한식,서울,서초구
청주버섯,음식,음식점,한식,대구,중구
비하인드(B-hind),음식,음식점,카페/전통찻집,서울,마포구
송이향,음식,음식점,한식,경기도,의왕시
만족 오향족발,음식,음식점,한식,서울,중구
완차이,음식,음식점,중식,서울,서대문구
온달왕돈까스,음식,음식점,서양식,서울,성북구
안집,음식,음식점,한식,경기도,성남시
잎새,음식,음식점,한식,경기도,고양시
무화잠(논현점),음식,음식점,한식,서울,강남구
청주해장국,음식,음식점,한식,대전,유성구
해월토장집,음식,음식점,한식,인천,남동구
원조소문난곰장어,음식,음식점,한식,부산,동래구
다미횟집,음식,음식점,한식,충청남도,태안군
송정민물장어,음식,음식점,한식,서울,강남구
해로,음식,음식점,한식,서울,서초구
통일로토종순대국,음식,음식점,한식,경기도,고양시
돌배기집(서초교보점),음식,음식점,한식,서울,서초구
개성집,음식,음식점,한식,경기도,남양주시
삼김(명동본점),음식,음식점,한식,서울,중구
자인뭉티기,음식,음식점,한식,서울,서초구
카나디안 랍스터,음식,음식점,서양식,서울,서초구
스시꼬,음식,음식점,일식,서울,서초구
당너머,음식,음식점,한식,경기도,양평군
개울목,음식,음식점,한식,경기도,양평군
우리밀칼국수,음식,음식점,한식,경기도,안산시
가쓰라,음식,음식점,일식,서울,중구
개화,음식,음식점,중식,서울,중구
옹기전 뚝배기 황태칼국수,음식,음식점,한식,서울,강남구
광화문 미진,음식,음식점,한식,서울,종로구
남포면옥 ,음식,음식점,한식,서울,중구
이한업 삼성동뚝배기,음식,음식점,한식,서울,강남구
마산 방박사아구찜,음식,음식점,한식,서울,서초구
대풍 생선구이·간장게장,음식,음식점,한식,서울,서초구
평창송어양식장 (송어의 집),음식,음식점,한식,강원도,평창군
삼정,음식,음식점,한식,서울,강남구
계모의행복한밥상,음식,음식점,한식,충청남도,논산시
늘푸름임꺽정,음식,음식점,한식,강원도,홍천군
해금강천년송횟집,음식,음식점,한식,경상남도,거제시
맛50년 헛제사밥,음식,음식점,한식,경상북도,안동시
부일갈비,음식,음식점,한식,서울,서초구
토박이,음식,음식점,한식,경상북도,경주시
제일가든,음식,음식점,한식,서울,중구
원조쌈밥집(논현본점),음식,음식점,한식,서울,강남구
무궁화,음식,음식점,한식,전라북도,전주시
마미 리틀블랙팟,음식,음식점,서양식,서울,성북구
원조바지락죽,음식,음식점,한식,전라북도,부안군
송정꽃게집,음식,음식점,한식,충청남도,태안군
오색산골식당,음식,음식점,한식,강원도,양양군
좋구먼(강릉점),음식,음식점,한식,강원도,강릉시
불타는삼겹살(신천점),음식,음식점,한식,서울,송파구
드럼통 참숯석쇠구이,음식,음식점,한식,서울,송파구
어부의딸,음식,음식점,한식,서울,강서구
벽제갈비 (방이본점),음식,음식점,한식,서울,송파구
해주냉면,음식,음식점,한식,서울,송파구
제비원,음식,음식점,한식,서울,송파구
고려가든,음식,음식점,한식,경기도,연천군
부철이네,음식,음식점,한식,서울,강남구
위대한밥상 영광,음식,음식점,한식,서울,서초구
마산옥,음식,음식점,한식,서울,강남구
황도바지락칼국수,음식,음식점,한식,서울,강동구
소쇄원,음식,음식점,한식,경기도,김포시
맛있는 칼국수,음식,음식점,한식,경기도,김포시
명동보리밥전문점 보릿골,음식,음식점,한식,경기도,김포시
우리집,음식,음식점,한식,경기도,김포시
명동보리밥(김포점),음식,음식점,한식,경기도,김포시
장릉갈비,음식,음식점,한식,경기도,김포시
별미냉면시골촌,음식,음식점,한식,경기도,김포시
군산아구꽃게해물찜탕,음식,음식점,한식,경기도,김포시
부자집,음식,음식점,한식,경기도,김포시
낙원회관,음식,음식점,한식,경기도,김포시
필라델피아,음식,음식점,서양식,경기도,김포시
만리장성,음식,음식점,중식,전라남도,광양시
장원순대국본가,음식,음식점,한식,경기도,김포시
소평,음식,음식점,중식,전라남도,순천시
자금성,음식,음식점,중식,전라남도,순천시
유진복집,음식,음식점,한식,경기도,김포시
산해반점,음식,음식점,중식,전라남도,여수시
청기와뼈다귀감자탕,음식,음식점,한식,경기도,김포시
필로스,음식,음식점,서양식,경기도,김포시
산과바다,음식,음식점,한식,광주,북구
초가집식당,음식,음식점,한식,충청북도,충주시
등촌버섯매운탕칼국수 (구리점),음식,음식점,한식,경기도,구리시
유래등,음식,음식점,중식,경기도,구리시
단야식당,음식,음식점,한식,경상남도,하동군
디딤돌숨두부집,음식,음식점,한식,경기도,구리시
중앙식당,음식,음식점,한식,전라남도,고흥군
민속두부마을(토평점),음식,음식점,한식,경기도,구리시
초향,음식,음식점,한식,경기도,구리시
백우,음식,음식점,한식,전라남도,순천시
큰손참붕어찜,음식,음식점,한식,경기도,김포시
신화정,음식,음식점,한식,전라남도,순천시
올갱이와 청국장,음식,음식점,한식,경기도,김포시
세림,음식,음식점,한식,전라남도,여수시
예원,음식,음식점,한식,전라남도,여수시
큰집돌솥설렁탕,음식,음식점,한식,경기도,구리시
남원추어탕,음식,음식점,한식,경기도,구리시
오죽헌,음식,음식점,한식,전라남도,여수시
양평으뜸해장국,음식,음식점,한식,경기도,구리시
라원정,음식,음식점,한식,전라남도,여수시
감악산 생꼬기꾸이,음식,음식점,한식,경기도,구리시
한일관 (엑스포점),음식,음식점,한식,전라남도,여수시
수림정,음식,음식점,한식,전라남도,화순군
두메골,음식,음식점,한식,경기도,구리시
사계절 산장어숯불구이,음식,음식점,한식,전라남도,고흥군
청기와,음식,음식점,한식,경기도,구리시
학일식,음식,음식점,일식,경기도,구리시
서울매운탕,음식,음식점,한식,경기도,구리시
금산정,음식,음식점,한식,경기도,안성시
영성식당(영성횟집),음식,음식점,한식,전라남도,고흥군
담소원,음식,음식점,한식,경기도,안성시
금정 광양불고기,음식,음식점,한식,전라남도,광양시
레이크펜션(칙칙폭폭),음식,음식점,한식,경기도,안성시
마로니에,음식,음식점,서양식,경기도,안성시
선미옥다슬기,음식,음식점,한식,전라남도,구례군
물레방앗간가든,음식,음식점,한식,경기도,안성시
백두산정육점가든,음식,음식점,한식,경기도,안성시
본가네 소와돼지,음식,음식점,한식,경기도,안성시
섬진강 다슬기,음식,음식점,한식,전라남도,구례군
솔밭숯불갈비 (전주콩나물해장국),음식,음식점,한식,경기도,안성시
송삿갓,음식,음식점,한식,경기도,안성시
시골집,음식,음식점,한식,경기도,안성시
본가(논현본점),음식,음식점,한식,서울,강남구
지리산식당,음식,음식점,한식,전라남도,구례군
새마을식당(논현본점),음식,음식점,한식,서울,강남구
한미리(역삼점),음식,음식점,한식,서울,강남구
녹차먹인오리(하늘정원),음식,음식점,한식,광주,서구
채근담,음식,음식점,한식,서울,강남구
안동대가찜닭,음식,음식점,한식,경상북도,안동시
수중궁갈비,음식,음식점,한식,경기도,포천시
길상식당,음식,음식점,한식,전라남도,순천시
시골보리밥집,음식,음식점,한식,경기도,파주시
섬칼국수,음식,음식점,한식,전라남도,해남군
돈마지,음식,음식점,한식,경기도,남양주시
신안뻘낙지,음식,음식점,한식,전라남도,목포시
동이손만두,음식,음식점,한식,경기도,포천시
수덕회관,음식,음식점,한식,충청남도,당진시
강서면옥,음식,음식점,한식,충청북도,보은군
풍천만가,음식,음식점,한식,전라북도,고창군
금문,음식,음식점,중식,부산,동래구
이조설렁탕,음식,음식점,한식,경기도,이천시
행복이가득한집,음식,음식점,한식,전라남도,완도군
전북식당,음식,음식점,한식,광주,동구
영일오리탕,음식,음식점,한식,광주,북구
영빈관,음식,음식점,한식,광주,서구
